system_id,name,purpose,parent_domain,affected_populations,affected_institutions,scope,classification,architecture_decision,authoritative_institution_requirement,major_dependencies,sensitive_data_classes,failure_abuse_consequences,human_rights_implications,required_specialists,required_standards,assurance_certification,accessibility_nondigital_alternatives,deployment_operating_model,lifecycle_status,maturity_target_y5,maturity_target_y10,maturity_target_y20,first_wave_funding_status,doc11_mapping,never_centralize_globally,notes
D-ELE-012,Referendum question clarity aid,Referendum clarity,domain.elections_representation_legislation_admin,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-ELE,false,
D-ELE-013,Election results publication verify,Results pubs — J authority,domain.elections_representation_legislation_admin,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,hidden-in-J-II,SD-ELE,true,
D-CSO-005,Mutual aid resource map,Mutual aid,domain.community_civil_society_voluntary,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,6,partial,SD-CSO,false,
D-CSO-006,Nonprofit financial transparency,Nonprofit finance,domain.community_civil_society_voluntary,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-CSO,false,
D-CSO-007,Community land trust registry,CLTs,domain.community_civil_society_voluntary,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-CSO,false,
D-CSO-008,Youth council participation toolkit,Youth councils,domain.community_civil_society_voluntary,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-CSO,false,
D-CSO-009,Neighborhood association portal,Neighborhoods,domain.community_civil_society_voluntary,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,multi-impl,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-CSO,false,
D-CSO-010,Faith-based social service bridge,Faith social services,domain.community_civil_society_voluntary,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-CSO,false,
D-MEA-005,National accounts bridge,SNA-class,domain.measurement_statistics_forecasting_evidence,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,absent,SD-MEA,false,
D-MEA-006,Geospatial base map commons,Base maps,domain.measurement_statistics_forecasting_evidence,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,multi-impl,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,6,partial,SD-MEA,false,
D-MEA-007,Administrative boundary service,Boundaries,domain.measurement_statistics_forecasting_evidence,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,6,partial,SD-MEA,false,
D-MEA-008,Price index collection toolkit,Price indices,domain.measurement_statistics_forecasting_evidence,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-MEA,false,
D-MEA-009,Impact evaluation registry,Evaluations,domain.measurement_statistics_forecasting_evidence,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-MEA,false,
D-MEA-010,Misinformation claim evidence locker,Evidence lockers,domain.measurement_statistics_forecasting_evidence,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-MEA,false,
D-MEA-011,Open government data portal kit,OGD portals,domain.measurement_statistics_forecasting_evidence,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,6,partial,SD-MEA,false,
D-ADD-007,Community kitchen coordination,Community kitchens,domain.additional_commons_care_space,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-ADD,false,
D-ADD-008,Public park amenity booking,Parks,domain.additional_commons_care_space,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-ADD,false,
D-ADD-009,Maker space equipment share,Makerspaces,domain.additional_commons_care_space,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-ADD,false,
D-ADD-010,Timebank reciprocal exchange,Timebanks,domain.additional_commons_care_space,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,multi-impl,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-ADD,false,
